序号,红1,红2,红3,红4,红5,蓝1,蓝2
107,15,20,25,29,34,7,10
108,4,7,14,17,20,2,11
109,1,5,11,12,16,7,8
110,3,15,19,30,31,2,11
111,8,13,15,17,28,4,9
112,4,5,10,11,18,5,10
113,8,19,20,29,30,7,12
114,18,29,32,33,35,2,10
115,2,3,17,21,28,2,4
116,2,3,12,18,31,9,11
117,12,18,28,29,32,2,8
118,7,21,22,23,27,3,6
119,3,19,26,27,32,2,8
120,8,17,21,26,33,1,11
121,4,13,27,30,35,6,9
122,4,14,18,29,32,3,9
123,2,8,19,29,32,10,11
124,1,11,16,20,27,2,4
125,8,10,19,30,32,5,9
126,10,16,27,30,31,4,7
127,5,9,18,27,33,6,9
128,1,18,19,20,32,3,8
129,22,23,25,31,35,6,8
130,13,15,16,25,27,1,6
131,3,10,25,31,32,3,9
132,7,22,29,30,34,1,3
133,5,10,17,27,31,6,10
134,6,22,25,26,35,6,11
135,3,5,16,32,35,11,12
136,6,7,15,19,28,2,11
137,2,3,11,20,29,1,6
138,10,19,23,24,28,4,9
139,6,11,12,25,27,10,11
140,10,15,16,30,32,5,11
141,1,17,19,30,35,2,3
142,17,20,23,28,29,5,8
143,7,13,16,25,31,7,10
144,2,18,19,23,26,1,10
145,4,15,19,23,32,4,11
146,3,7,9,13,17,5,8
147,3,6,9,19,24,6,7
148,9,12,13,24,35,9,12
149,11,17,18,19,31,6,12
150,5,8,10,15,30,11,12
151,1,6,17,24,26,2,9
152,7,17,24,25,30,4,11
153,2,5,15,21,31,8,11
154,3,8,9,20,27,1,5
155,7,8,16,32,35,3,7
156,10,24,27,30,35,7,11
157,3,7,18,27,32,6,12
158,7,14,16,24,29,6,11
159,4,18,23,26,35,2,4
160,2,4,6,14,30,4,6
161,5,9,14,15,22,3,10
162,1,9,10,18,35,3,5
163,1,2,8,9,23,4,10
164,2,4,12,17,21,3,7
165,5,8,29,31,34,6,9
166,3,7,15,29,33,11,12
167,2,4,20,30,34,7,8
168,5,7,28,29,32,2,6
169,5,9,10,18,21,7,10
170,19,28,30,33,34,2,12
171,14,15,27,28,29,6,8
172,7,21,26,27,28,6,11
173,5,10,17,24,31,2,12
174,6,7,9,24,28,1,9
175,8,22,23,27,28,1,12
176,7,19,20,23,33,3,4
177,7,15,23,24,31,2,5
178,2,12,15,18,28,5,12
179,1,10,12,22,23,10,11
180,2,5,6,10,26,9,12
181,14,22,25,27,30,3,6
182,4,6,10,20,21,3,10
183,4,6,18,28,29,8,10
184,14,18,27,29,33,2,6
185,8,19,28,32,34,5,11
186,1,3,4,15,26,4,5
187,9,14,17,19,21,1,2
188,9,12,25,28,32,4,9
189,3,5,23,26,33,1,7
190,5,21,26,28,30,11,12
191,2,8,19,26,27,3,6
192,6,7,24,28,30,4,7
193,6,20,22,26,34,4,6
194,5,8,11,33,34,4,9
195,7,10,16,17,23,3,4
196,5,10,12,30,32,10,12
197,5,10,21,29,31,8,11
198,4,18,20,23,33,2,5
199,3,4,24,29,30,2,5
200,3,6,25,30,33,8,10
201,2,4,7,12,29,7,8
202,2,4,7,8,20,3,11
203,8,11,17,23,29,11,12
204,3,7,15,17,24,3,5
205,8,9,16,24,26,5,12
206,21,22,24,29,35,2,4
207,2,12,16,17,21,4,11
208,9,12,15,16,18,5,12
209,3,17,27,31,32,8,9
210,3,19,26,28,30,4,10
211,7,9,15,24,28,5,11
212,10,12,15,24,28,1,4
213,6,10,16,21,32,4,9
214,3,6,10,23,27,6,11
215,5,13,15,17,33,5,11
216,1,7,25,27,35,1,6
217,3,10,12,13,22,10,11
218,3,6,13,18,22,3,6
219,8,12,13,19,32,10,11
220,1,7,17,23,29,2,9
221,4,7,12,16,26,3,7
222,2,4,12,21,26,6,11
223,6,7,18,21,22,2,11
224,5,6,7,15,21,2,5
225,13,14,15,20,27,4,12
226,6,15,20,24,32,7,8
227,8,9,10,16,27,10,12
228,4,11,22,27,31,6,7
229,1,7,16,17,32,3,9
230,4,9,10,15,27,3,10
231,5,8,16,24,29,6,9
232,9,11,16,17,33,5,9
233,6,14,23,26,28,5,10
234,5,7,10,28,29,6,9
235,5,7,10,14,15,2,7
236,9,13,15,19,33,6,10
237,4,6,15,19,23,1,11
238,8,14,16,25,29,9,12
239,3,4,29,30,35,2,5
240,3,5,16,23,33,1,7
241,14,22,25,27,32,7,8
242,3,15,18,25,32,3,6
243,15,16,27,32,34,2,10
244,11,18,24,29,32,5,7
245,3,13,14,20,34,11,12
246,3,13,15,20,22,11,12
247,5,8,17,18,22,6,11
248,1,5,7,8,9,1,11
249,2,3,8,26,33,3,11
250,13,16,17,21,28,3,4
251,2,16,29,31,32,2,8
252,21,31,32,33,35,2,5
253,2,3,16,17,30,4,7
254,5,10,16,21,23,2,4
255,5,6,10,18,21,3,6
256,1,6,15,29,35,8,11
257,10,15,19,26,27,2,8
258,3,5,15,19,30,1,5
259,2,8,12,17,19,7,12
260,14,19,20,29,34,5,11
261,16,22,25,33,35,7,10
262,3,13,16,26,27,6,8
263,10,14,19,23,28,4,9
264,13,15,31,32,33,1,2
265,3,4,20,24,25,5,12
266,10,12,20,21,27,2,4
267,1,18,28,34,35,5,12
268,3,4,19,22,32,3,8
269,3,6,21,22,33,9,11
270,18,20,21,27,34,4,5
271,3,15,16,22,26,1,11
272,5,16,17,22,25,7,11
273,5,7,15,29,33,4,6
274,2,3,5,11,15,11,12
275,11,12,13,15,17,10,12
276,11,12,14,18,25,3,5
277,1,9,11,25,31,7,10
278,1,6,25,29,31,2,7
279,8,9,10,25,34,4,5
280,8,16,24,28,29,4,10
281,8,19,26,28,32,5,11
282,2,5,15,21,35,7,8
283,2,4,23,31,35,9,12
284,4,8,14,19,31,3,12
285,5,8,14,19,24,4,12
286,17,18,24,30,34,4,6
287,7,18,27,28,31,6,12
288,22,23,24,29,33,2,9
289,11,16,28,31,35,9,11
290,1,5,9,10,18,3,5
291,1,5,9,10,18,7,10
292,6,8,10,28,30,7,9
293,1,6,11,17,28,4,6
294,2,3,6,12,18,1,9
295,2,16,21,29,30,10,12
296,4,7,10,16,22,4,12
297,4,15,16,23,30,5,11
298,7,10,15,25,31,7,8
299,3,9,12,21,34,5,11
300,1,9,30,31,33,4,7
301,10,16,18,27,30,3,5
302,2,8,12,19,22,2,3
303,8,11,12,18,28,10,12
304,11,16,20,30,34,2,7
305,15,17,22,29,31,5,11
306,1,2,9,11,12,10,11
307,2,8,23,27,29,2,10
308,6,17,19,20,21,1,12
309,4,16,17,24,26,8,9
310,2,5,14,21,22,1,12
311,10,11,13,25,32,3,8
312,10,16,18,19,28,4,9
313,4,6,16,19,23,2,12
314,2,7,18,21,35,1,12
315,4,11,14,19,33,3,5
316,3,16,18,31,35,3,10
317,1,3,4,15,26,6,11
318,5,9,13,24,32,1,6
319,5,9,10,27,35,1,10
320,1,5,7,13,34,1,11
321,6,7,15,18,22,6,7
322,9,13,17,19,31,7,10
323,4,7,9,11,13,1,6
324,13,15,16,20,21,4,9
325,15,19,20,23,26,6,7
326,1,2,4,14,19,11,12
327,4,5,22,29,30,10,12
328,3,4,6,15,16,4,5
329,1,13,15,19,25,8,9
330,8,18,21,31,34,5,12
331,16,19,23,29,32,4,11
332,14,17,18,31,32,1,4
333,12,13,31,32,33,3,6
334,1,3,4,6,17,2,9
335,1,3,4,6,24,2,5
336,15,16,20,24,27,8,10
337,5,14,15,16,32,2,6
338,4,6,9,10,29,3,10
339,4,6,9,14,31,1,2
340,5,16,22,23,25,3,10
341,5,7,10,14,16,3,6
342,1,4,10,15,25,4,8
343,2,3,7,19,23,7,10
344,1,7,12,30,35,5,9
345,7,15,23,27,28,1,12
346,7,19,25,26,34,6,8
347,9,11,19,20,28,10,11
348,7,10,13,20,34,4,11
349,4,19,20,23,26,11,12
350,11,16,29,31,32,5,9
351,4,14,18,20,29,5,11
352,2,3,15,20,25,3,12
353,2,5,13,20,34,1,8
354,10,28,31,32,35,5,10
355,9,14,16,17,27,3,12
356,4,8,9,16,17,8,11
357,4,7,20,22,30,1,3
358,18,19,28,32,35,3,10
359,14,23,30,33,34,2,12
360,8,19,23,28,31,4,11
361,2,4,23,28,32,5,11
362,2,5,13,15,16,7,10
363,2,5,7,13,16,4,12
364,15,22,23,27,28,1,12
365,4,6,8,11,18,2,7
366,3,7,14,16,24,1,11
367,3,7,19,23,33,2,11
368,2,3,15,16,26,1,6
369,5,9,14,16,17,11,12
370,1,9,17,23,28,7,10
371,5,7,9,28,29,2,6
372,2,19,20,32,34,1,8
373,6,7,16,27,32,3,5
374,1,3,9,16,23,5,7
375,1,2,9,16,26,7,10
376,7,8,14,25,31,2,9
377,4,7,8,13,15,2,11
378,18,19,21,22,28,8,9
379,8,11,22,25,27,5,8
380,13,15,16,24,30,5,8
381,6,11,17,26,27,1,6
382,5,7,25,31,32,3,9
383,15,23,28,29,32,2,6
384,8,13,21,26,27,3,5
385,4,14,26,32,34,1,12
386,2,3,10,12,15,3,9
387,2,3,12,25,27,5,12
388,3,12,17,30,35,2,6
389,1,5,23,26,33,1,7
390,1,4,5,7,13,7,8
391,1,11,13,15,29,11,12
392,13,14,15,27,29,6,8
393,5,12,13,14,15,3,12
394,10,12,19,28,30,5,8
395,9,12,15,19,21,2,11
396,5,14,20,26,35,6,11
397,5,8,9,16,34,9,11
398,4,7,9,14,35,2,6
399,2,5,13,16,17,4,5
400,1,2,3,13,16,3,9
401,1,4,5,7,9,3,8
402,4,7,9,15,26,5,11
403,2,4,7,14,23,2,6
404,2,4,15,28,30,3,11
405,1,10,15,25,32,5,8
406,5,10,14,18,22,3,5
407,5,6,22,25,35,7,8
408,2,4,7,14,19,10,12
409,1,15,23,27,28,1,12
410,1,4,17,28,32,4,5
411,4,5,7,10,28,8,11
412,3,7,8,13,15,2,11
413,4,7,19,22,32,3,5
414,3,12,13,31,32,10,11
415,6,9,10,21,33,5,11
416,1,5,7,15,27,8,9
417,5,7,10,13,33,3,7
418,2,3,16,31,35,5,9
419,3,9,11,28,34,3,11
420,1,5,7,34,35,11,12
421,1,10,21,24,34,6,7
422,5,7,26,31,32,1,2
423,8,13,14,15,30,3,6
424,2,6,14,15,17,2,6
425,5,14,19,20,32,3,8
426,4,6,8,11,18,8,9
427,4,6,16,17,22,2,7
428,3,4,5,25,26,8,9
429,4,7,19,22,25,3,8
430,2,5,7,15,21,7,8
431,1,2,7,18,21,1,6
432,10,12,13,27,28,6,12
433,6,12,18,20,21,2,8
434,6,8,9,10,28,7,9
435,6,8,9,14,34,1,6
436,14,15,20,24,28,1,8
437,2,5,13,15,16,2,12
438,7,13,15,17,27,7,10
439,7,13,16,25,27,2,7
440,1,7,9,12,17,7,10
441,7,9,11,12,17,5,9
442,1,6,17,23,29,1,2
443,7,11,15,16,29,8,10
444,10,19,21,25,34,4,11
445,6,15,26,27,28,3,5
446,6,14,22,32,34,7,10
447,6,8,18,25,26,2,8
448,10,15,19,23,30,7,9
449,9,10,14,17,29,7,10
450,4,6,15,16,23,1,12
451,3,6,15,16,23,5,11
452,3,4,8,16,28,5,10
453,2,3,12,18,19,2,8
454,6,7,15,21,22,2,11
455,2,3,12,18,25,5,12
456,7,9,10,13,15,4,6
457,5,7,13,15,17,7,10
458,1,5,9,19,34,3,4
459,1,3,12,17,32,7,12
460,10,12,15,18,28,1,4
461,5,12,13,19,26,10,11
462,6,7,8,12,15,2,5
463,7,17,18,33,35,3,6
464,3,13,27,28,31,6,12
465,8,10,16,17,20,4,7
466,5,7,9,10,21,5,12
467,5,14,15,30,35,5,9
468,13,20,26,34,35,8,11
469,2,4,6,23,26,1,7
470,1,4,5,23,26,10,12
471,3,6,13,23,29,5,6
472,3,13,16,18,23,6,11
473,4,5,7,8,13,7,9
474,1,2,9,10,16,10,12
475,14,22,23,25,32,4,5
476,16,19,22,23,25,7,8
477,3,4,19,20,23,11,12
478,3,4,13,17,20,11,12
479,5,6,12,16,17,4,11
480,2,6,9,10,18,3,6
481,2,6,7,21,27,3,5
482,2,11,20,26,35,6,11
483,5,13,14,16,27,5,8
484,2,3,5,8,10,2,4
485,2,3,5,10,16,3,11
486,10,16,19,27,31,8,9
487,4,16,18,19,34,4,9
488,2,9,21,29,30,5,7
489,8,18,25,26,29,7,10
490,2,4,6,14,16,9,12
491,6,9,16,17,32,1,8
492,6,8,10,18,19,1,6
493,3,5,11,15,27,2,5
494,3,5,13,20,34,1,8
495,2,14,18,24,25,2,12
496,5,7,18,31,32,1,4
497,2,15,17,18,31,3,9
498,2,8,16,20,29,8,11
499,2,8,12,16,22,2,3
500,6,14,23,24,34,1,11
501,5,9,10,13,26,7,10
502,3,5,7,16,30,1,6
503,4,5,10,13,31,6,12
504,3,8,9,12,15,3,8
505,8,13,20,25,32,5,11
506,1,7,16,17,32,5,9
507,8,14,25,26,31,7,12
508,6,7,20,23,26,11,12
509,19,20,27,30,32,4,10
510,7,12,23,31,33,2,10
511,13,15,24,29,32,5,7
512,4,5,13,14,34,10,11
513,1,5,7,26,31,3,12
514,3,19,26,28,32,6,11
515,7,8,14,16,24,1,11
516,7,19,23,25,26,6,8
517,4,7,12,22,25,10,12
518,3,9,14,15,23,1,11
519,3,14,15,16,33,7,10
520,3,5,12,30,31,9,12
521,1,6,7,12,15,5,11
522,2,3,14,15,23,1,6
523,2,14,20,23,31,2,12
524,4,6,9,11,18,2,7
525,4,6,8,9,16,8,11
526,9,13,17,18,23,3,12
527,9,12,15,19,25,6,7
528,8,11,17,23,29,10,11
529,2,3,6,12,18,6,9
530,2,6,11,18,24,7,10
531,2,4,7,8,9,3,11
532,8,9,13,15,16,7,10
533,5,16,17,25,34,2,12
534,2,5,15,17,29,3,8
535,1,3,8,15,16,2,10
536,3,4,6,15,35,4,5
537,3,9,13,19,35,7,10
538,1,11,15,23,29,1,11
539,5,15,16,34,35,7,10
540,3,6,7,15,17,2,10
541,3,4,6,9,10,6,11
542,6,7,13,15,21,2,5
543,6,14,25,27,32,3,8
544,1,2,9,22,32,2,10
545,3,5,16,23,33,7,11
546,3,10,15,16,34,4,9
547,3,10,15,16,18,1,3
548,4,17,19,20,32,1,9
549,15,16,27,32,34,10,11
550,6,24,28,30,32,6,12
551,1,4,9,26,30,5,6
552,8,10,16,21,23,2,4
553,5,10,16,21,29,9,12
554,1,7,8,24,32,5,6
555,7,8,21,30,31,3,5
556,5,10,22,24,29,2,4
557,6,12,19,21,28,5,8
558,6,10,15,16,21,2,6
559,3,4,6,16,21,4,9
560,8,15,16,24,35,4,10
561,8,15,16,19,20,7,8
562,8,15,16,19,28,2,6
563,8,13,15,22,27,5,11
564,8,19,24,26,28,3,12
565,8,14,23,28,35,5,11
566,3,18,19,22,28,8,9
567,2,15,19,20,30,1,12
568,2,8,13,24,31,8,10
569,4,13,16,18,34,2,10
570,2,4,13,25,28,3,8
571,4,10,12,21,29,6,12
572,5,7,10,25,27,5,11
573,7,12,15,22,30,6,9
574,5,11,12,16,22,10,12
575,5,8,11,13,16,3,10
576,4,5,11,28,30,6,11
577,5,7,10,11,14,3,6
578,11,16,24,29,32,3,7
579,10,11,18,29,31,5,9
580,5,9,22,23,25,3,10
581,16,19,23,29,32,2,12
582,2,7,14,31,33,2,7
583,1,7,10,11,13,3,6
584,12,17,18,30,35,9,12
585,14,18,24,30,34,6,11
586,8,17,18,24,29,5,8
587,17,18,19,22,29,7,11
588,1,2,5,13,26,3,10
589,2,5,9,13,28,1,6
590,7,10,17,25,30,3,12
591,1,7,10,30,34,6,11
592,13,18,24,28,29,3,9
593,4,10,12,16,32,4,9
594,3,4,10,12,21,6,12
595,6,7,9,10,16,11,12
596,2,5,11,21,28,2,5
597,13,14,15,24,29,1,4
598,10,12,15,24,29,5,7
599,7,8,14,23,29,10,11
600,8,17,20,25,31,2,9
601,7,13,15,17,30,7,10
602,5,10,13,14,26,7,12
603,4,5,7,13,20,1,6
604,3,5,10,11,18,1,8
605,1,11,13,15,16,3,10
606,5,8,23,27,28,1,12
607,7,8,16,18,31,5,9
608,2,3,8,11,16,8,9
609,3,5,10,16,29,3,4
610,4,13,20,26,34,8,11
611,4,5,10,13,20,6,12
612,8,9,10,11,13,5,9
613,2,8,10,11,18,8,10
614,2,15,17,28,31,6,12
615,3,8,18,24,28,8,9
616,4,6,14,15,16,5,11
617,6,13,19,22,29,1,12
618,4,7,13,16,23,11,12
619,6,7,15,24,33,5,7
620,3,8,10,19,21,1,6
621,4,5,6,25,26,8,9
622,7,10,12,17,29,8,9
623,7,8,23,25,31,2,12
624,2,12,13,27,28,8,12
625,3,8,16,31,35,2,5
626,1,5,6,7,20,11,12
627,4,5,6,7,20,3,12
628,2,3,16,26,32,5,9
629,1,2,7,9,24,7,10
630,1,2,6,14,22,9,12
631,1,2,3,15,30,2,10
632,13,18,20,26,34,2,8
633,6,12,18,30,33,7,8
634,4,6,12,24,35,3,7
635,4,6,9,10,12,6,11
636,2,8,10,13,25,1,9
637,4,8,11,28,30,5,11
638,1,9,12,15,28,3,8
639,3,4,5,7,9,3,8
640,1,4,14,16,17,1,11
641,8,14,17,19,28,4,5
642,7,12,23,31,33,4,7
643,4,16,27,31,32,2,10
644,12,15,17,21,32,7,12
645,4,6,9,33,34,1,6
646,12,17,19,30,35,9,12
647,10,13,16,18,24,1,8
648,12,15,16,28,34,4,11
649,5,6,10,15,17,6,7
650,2,3,13,16,18,6,11
651,2,3,5,13,15,2,12
652,3,5,15,16,35,1,9
653,2,3,10,13,20,1,8
654,1,3,8,17,32,6,12
655,6,7,8,15,28,1,3
656,2,14,15,16,19,7,8
657,9,14,17,18,19,1,6
658,6,8,10,15,23,1,11
659,5,7,9,10,27,5,8
660,3,19,20,23,32,5,12
661,16,18,19,21,27,9,11
662,4,10,15,16,18,4,9
663,2,8,15,29,35,8,9
664,2,5,7,8,13,3,5
665,3,4,21,27,35,3,9
666,2,3,6,13,16,6,9
667,4,7,9,15,29,7,11
668,8,18,28,32,35,4,5
669,2,8,15,16,17,2,12
670,5,8,16,17,35,2,3
671,5,9,11,28,30,10,11
672,1,4,10,26,27,7,10
673,1,7,19,23,25,6,8
674,2,8,17,23,29,10,11
675,12,16,18,22,26,10,12
676,5,9,11,15,16,10,12
677,1,4,8,15,21,2,5
678,5,6,7,8,9,5,8
679,5,8,15,16,22,6,8
680,5,9,19,22,31,9,11
681,1,2,3,12,18,2,8
682,3,4,9,22,28,7,10
683,3,4,5,7,16,4,9
684,8,14,25,26,33,1,5
685,6,7,10,12,33,2,10
686,5,7,13,19,23,5,8
687,19,23,30,31,33,2,10
688,7,22,23,25,31,3,7
689,5,8,9,16,34,3,5
690,2,4,7,17,32,2,11
691,8,9,14,25,34,11,12
692,4,13,16,18,35,7,12
693,6,10,15,25,26,2,8
694,1,3,15,26,27,3,5
695,2,14,15,21,33,1,2
696,3,9,14,21,29,5,7
697,3,5,8,12,15,2,11
698,6,7,14,26,33,7,11
699,1,9,18,20,29,9,12
700,12,18,20,27,28,4,10
701,2,7,9,15,25,3,8
702,12,13,21,25,32,8,11
703,2,14,20,25,27,7,12
704,8,14,20,23,25,2,12
705,4,6,7,8,9,9,11
706,5,7,8,16,28,8,11
707,3,7,9,14,28,5,9
708,7,9,11,12,24,4,11
709,1,7,8,25,30,4,9
710,2,18,24,29,32,2,6
711,3,9,15,16,34,1,8
712,1,6,9,15,25,2,6
713,7,10,11,19,27,6,9
714,2,3,16,31,35,2,5
715,2,11,13,14,18,6,11
716,2,5,11,13,20,4,5
717,2,8,9,11,16,3,11
718,1,8,10,11,16,2,6
719,6,9,12,18,21,1,11
720,4,6,12,14,22,8,11
721,7,10,12,13,17,3,5
722,4,6,12,13,23,2,7
723,5,12,13,20,31,7,11
724,12,13,20,23,25,10,11
725,19,26,28,32,33,6,11
726,3,7,19,25,35,7,10
727,3,5,8,11,19,3,11
728,1,5,9,11,13,3,10
729,1,5,12,24,28,1,8
730,13,14,15,20,23,3,10
731,8,13,18,24,27,3,10
732,4,6,8,13,18,2,7
733,5,7,10,26,35,1,12
734,3,7,10,26,34,1,2
735,3,4,14,16,23,1,11
736,8,13,20,26,31,11,12
737,13,15,16,24,32,4,6
738,7,10,18,28,32,10,11
739,6,11,16,19,21,8,9
740,2,3,6,14,21,3,7
741,3,5,7,15,16,3,5
742,3,7,8,15,17,2,8
743,4,5,8,13,25,3,6
744,5,8,9,13,22,7,8
745,3,7,13,18,21,6,12
746,3,7,15,17,19,3,5
747,2,4,5,6,15,10,12
748,4,5,6,11,12,1,9
749,1,2,6,9,13,1,12
750,1,6,9,10,16,1,8
751,8,12,14,25,32,7,10
752,1,9,15,23,30,1,6
753,4,14,19,31,32,3,8
754,2,11,18,21,35,8,9
755,4,5,9,11,29,8,11
756,5,8,11,17,35,10,11
757,6,13,16,20,26,2,9
758,3,6,9,20,34,6,11
759,3,10,11,12,14,6,12
760,5,7,10,13,31,3,10
761,3,4,7,16,22,4,11
762,4,8,13,15,20,5,6
763,1,8,9,15,16,7,10
764,4,5,11,18,29,5,9
765,5,6,11,18,28,2,4
766,1,15,23,31,32,5,9
767,2,3,16,23,27,1,12
768,3,9,12,18,24,5,12
769,9,13,16,17,18,3,12
770,1,3,4,8,12,2,7
771,2,4,6,8,33,5,11
772,11,13,15,19,28,1,7
773,13,15,20,24,32,8,11
774,1,7,22,23,30,9,11
775,7,11,13,15,31,3,10
776,6,10,17,18,19,2,3
777,1,4,10,18,19,7,11
778,2,3,4,13,25,1,3
779,7,15,17,21,31,3,5
780,3,4,19,20,23,7,11
781,7,8,13,29,34,9,11
782,2,4,14,18,24,1,7
783,2,4,18,27,28,6,11
784,2,5,13,16,29,2,12
785,3,23,31,32,35,1,9
786,6,14,23,26,33,1,7
787,2,7,18,25,35,7,10
788,7,8,23,25,31,5,8
789,5,8,10,12,32,1,5
790,7,8,9,10,11,4,5
791,1,12,14,16,32,7,10
792,1,3,7,8,12,2,3
793,3,9,18,19,27,4,7
794,7,9,11,18,20,9,12
795,6,13,19,29,34,7,11
796,2,7,8,15,28,1,3
797,8,9,15,25,28,2,3
798,4,11,12,14,19,1,9
799,1,2,6,8,31,6,8
800,9,10,13,16,28,2,12
801,11,12,16,24,27,7,9
802,3,11,15,28,31,7,10
803,1,3,6,11,15,7,10
804,2,4,5,6,25,6,9
805,1,6,7,19,24,2,10
806,2,3,5,8,21,5,6
807,2,3,4,5,13,3,11
808,1,6,8,11,30,4,8
809,2,7,22,30,33,9,11
810,1,5,10,12,13,5,11
811,7,8,13,15,19,5,9
812,1,8,13,15,23,6,12
813,4,5,10,23,31,5,7
814,2,5,10,26,30,6,11
815,2,5,7,12,13,3,10
816,2,4,10,13,34,4,11
817,13,14,17,24,25,2,11
818,2,3,4,10,13,4,11
819,2,4,7,23,28,1,8
820,8,9,10,20,31,7,11
821,12,13,15,16,30,7,10
822,9,14,16,17,35,3,12
823,4,20,24,25,26,8,9
824,5,6,21,28,32,8,11
825,7,8,9,12,13,5,8
826,3,4,8,18,30,2,8
827,3,4,8,10,12,6,12
828,2,16,19,24,27,4,9
829,13,23,26,28,32,5,11
830,2,4,6,8,15,5,11
831,1,2,6,15,16,2,12
832,7,11,13,15,25,2,7
833,4,6,8,13,30,3,6
834,5,7,8,13,27,1,3
835,1,6,7,14,16,5,8
836,2,6,15,24,33,4,6
837,8,9,12,25,30,4,9
838,3,5,6,7,8,9,11
839,4,5,6,7,8,2,11
840,5,7,13,18,21,6,12
841,3,7,13,21,23,4,11
842,3,4,5,8,18,4,9
843,4,8,18,25,28,4,5
844,2,11,13,15,32,1,3
845,2,4,16,17,30,2,12
846,3,8,20,21,32,2,9
847,3,4,8,10,15,1,6
848,8,12,19,20,22,5,6
849,4,8,13,19,21,9,12
850,6,7,13,17,31,2,10
851,3,5,13,16,32,1,9
852,2,6,9,10,24,9,11
853,4,7,18,24,33,2,8
854,2,3,6,13,28,7,11
855,3,6,14,18,25,6,11
856,4,6,8,25,34,4,9
857,8,9,14,15,18,1,4
858,5,9,11,22,26,1,10
859,1,5,6,17,18,2,4
860,3,10,14,22,23,1,11
861,3,5,15,23,35,1,9
862,4,5,28,29,32,7,8
863,10,11,22,30,34,8,11
864,1,6,12,14,19,6,12
865,3,5,21,27,32,5,10
866,3,5,6,13,23,1,12
867,3,7,9,18,28,4,9
868,4,9,14,20,30,5,9
869,2,4,6,8,15,2,11
870,3,5,14,22,33,8,11
871,5,6,7,18,19,1,6
