序号,红1,红2,红3,红4,红5,蓝1,蓝2
258,1,12,19,20,29,3,11
259,2,4,18,20,33,4,10
260,1,7,18,20,30,5,12
261,1,13,17,27,31,3,10
262,3,14,15,18,31,6,10
263,1,15,21,26,28,3,4
264,3,13,15,26,30,3,9
265,1,6,16,17,25,3,12
266,1,6,9,16,28,3,10
267,2,11,12,26,29,1,9
268,8,11,14,19,26,10,12
269,4,10,12,13,16,5,11
270,4,10,12,13,16,4,11
271,4,7,10,20,31,1,8
272,5,7,10,19,21,3,12
273,2,4,12,15,25,1,12
274,2,4,6,15,16,3,11
275,1,6,11,12,20,1,9
276,1,6,11,20,21,2,10
277,5,6,19,21,24,3,7
278,5,6,10,14,17,4,9
279,2,3,9,10,17,2,10
280,2,3,9,10,12,6,11
281,3,5,26,27,31,3,7
282,2,7,8,15,34,4,8
283,1,4,9,16,25,4,11
284,1,4,9,16,17,5,11
285,3,9,10,14,27,1,6
286,4,9,10,14,22,1,11
287,1,11,18,29,33,3,11
288,7,17,19,29,32,2,10
289,3,8,17,19,29,1,12
290,6,8,14,17,23,3,8
291,4,9,16,33,35,1,8
292,1,12,22,27,29,2,6
293,1,4,16,32,33,3,6
294,6,13,20,29,33,2,7
295,5,6,12,17,18,7,9
296,4,6,12,17,18,2,7
297,9,13,25,30,35,8,10
298,4,8,14,27,29,1,9
299,1,8,21,27,31,3,11
300,1,4,7,18,22,2,11
301,1,4,7,16,35,6,12
302,1,7,18,22,34,5,11
303,1,4,18,22,27,2,11
304,4,7,19,22,34,3,10
305,5,14,21,22,35,1,12
306,8,17,20,23,30,3,12
307,1,19,20,23,30,3,6
308,1,2,14,19,26,2,12
309,1,2,6,19,25,3,8
310,6,12,17,25,27,1,11
311,1,15,18,20,34,7,10
312,1,9,21,29,35,1,12
313,1,10,15,29,33,5,6
314,4,8,9,16,17,2,10
315,4,8,9,16,17,1,12
316,3,8,16,29,30,6,8
317,1,18,22,23,35,2,8
318,3,6,7,9,14,7,11
319,3,6,7,9,18,3,10
320,1,9,11,17,18,4,8
321,1,2,9,11,13,3,12
322,2,4,6,18,35,3,7
323,4,5,8,15,32,4,11
324,4,5,17,20,25,1,10
325,2,9,15,26,33,5,6
326,7,14,21,24,29,5,7
327,2,8,11,14,29,6,12
328,2,11,14,26,29,4,9
329,1,9,25,29,35,5,10
330,2,19,22,31,33,2,7
331,1,3,5,18,27,2,9
332,1,3,14,18,31,6,8
333,1,2,6,15,31,4,11
334,1,2,17,19,29,2,10
335,4,11,14,16,19,4,12
336,4,11,22,23,27,5,11
337,1,8,9,16,31,1,9
338,1,6,9,16,20,7,12
339,2,4,5,10,21,5,10
340,2,4,5,10,21,5,12
341,4,6,7,16,19,2,10
342,4,6,7,16,26,1,12
343,2,3,17,24,25,1,11
344,5,6,10,32,33,5,12
345,2,9,24,28,34,9,12
346,1,3,8,17,18,2,9
347,1,3,8,17,26,2,3
348,3,4,5,9,33,2,10
349,3,4,5,9,20,4,12
350,5,9,12,19,33,3,11
351,2,9,12,19,22,1,12
352,3,14,19,27,32,7,12
353,1,16,24,29,35,2,9
354,9,10,13,20,30,7,11
355,5,12,20,25,30,9,10
356,1,17,25,32,33,1,11
357,4,15,17,18,20,2,9
358,6,15,17,25,33,2,9
359,5,12,14,17,33,1,10
360,4,7,12,14,29,7,9
361,1,10,25,30,34,6,9
362,1,9,19,26,35,4,12
363,3,18,19,20,35,5,11
364,4,10,12,28,30,2,10
365,3,13,18,29,31,1,10
366,3,12,17,18,29,7,12
367,2,12,17,18,26,1,12
368,1,14,19,28,34,2,7
369,3,10,14,21,22,1,7
370,3,10,14,18,20,4,6
371,6,9,13,26,30,7,8
372,5,7,13,26,30,7,11
373,1,9,10,24,30,5,8
374,2,9,10,24,26,3,10
375,7,12,16,28,32,1,8
376,5,10,12,22,33,7,9
377,4,7,10,16,30,2,11
378,4,7,10,19,26,1,9
379,2,8,12,18,30,1,10
380,7,8,12,14,29,8,11
381,2,4,11,19,26,3,12
382,2,4,11,19,22,4,9
383,2,7,11,17,20,2,7
384,1,7,10,11,17,2,12
385,2,4,9,12,13,1,10
386,2,4,9,12,21,6,12
387,2,8,14,20,33,2,7
388,8,9,14,16,27,2,12
389,6,9,14,16,26,4,11
390,3,5,6,9,20,2,12
391,3,5,6,9,13,1,3
392,1,12,13,17,29,2,7
393,1,10,13,17,29,7,8
394,3,7,17,24,25,2,7
395,7,8,12,17,33,3,11
396,4,6,13,14,26,1,10
397,4,6,13,14,18,9,10
398,3,4,7,8,11,2,11
399,3,4,7,8,14,7,11
400,7,10,13,21,27,2,12
401,3,10,13,17,22,4,10
402,2,8,24,26,35,2,12
403,8,9,22,23,35,5,11
404,4,5,18,23,32,6,9
405,3,14,18,23,28,4,8
406,1,5,12,13,22,2,7
407,1,12,20,22,33,2,12
408,7,8,11,32,34,5,10
409,3,7,14,29,32,2,11
410,4,10,12,13,29,3,10
411,1,10,12,23,28,5,11
412,2,9,15,19,20,5,11
413,1,9,15,19,20,6,10
414,8,12,17,24,29,5,11
415,2,11,17,18,24,3,12
416,3,19,21,22,24,1,12
417,5,9,19,24,29,5,9
418,7,9,16,20,24,7,11
419,1,9,16,20,21,5,10
420,2,11,24,29,31,5,11
421,4,5,17,20,29,2,7
422,1,4,17,20,25,9,10
423,1,6,17,19,29,4,8
424,2,11,12,25,28,5,10
425,6,7,17,29,34,10,12
426,4,6,25,27,28,4,10
427,5,8,19,22,30,2,10
428,6,9,11,16,23,1,11
429,4,9,11,15,21,3,9
430,1,7,20,25,30,5,10
431,1,9,23,24,30,4,8
432,2,3,8,12,24,3,12
433,2,3,7,19,21,6,11
434,3,15,19,21,31,4,10
435,9,15,18,19,22,2,6
436,6,10,17,22,32,5,11
437,4,10,17,22,34,2,12
438,5,6,19,23,29,1,12
439,5,6,20,23,24,3,11
440,1,10,15,17,19,2,8
441,7,10,15,17,19,7,10
442,1,9,14,15,19,1,12
443,2,9,14,15,19,3,11
444,4,22,23,25,34,6,9
445,3,4,8,14,33,4,11
446,3,4,8,14,20,4,11
447,7,10,19,23,25,1,10
448,2,10,17,19,22,4,10
449,1,2,13,17,30,3,11
450,1,2,7,12,30,8,11
451,2,3,5,12,21,3,9
452,2,3,5,12,27,3,8
453,5,7,13,15,26,1,6
454,5,7,9,27,32,2,10
455,1,8,14,15,20,5,12
456,5,6,14,15,31,1,12
457,3,5,6,12,32,5,12
458,3,5,9,13,20,1,3
459,2,6,7,11,13,3,11
460,2,6,7,11,20,5,10
461,6,12,13,14,31,2,8
462,2,9,13,19,32,2,10
463,3,4,8,14,32,2,9
464,3,8,10,14,26,2,12
465,3,5,7,12,24,9,12
466,3,5,7,12,26,5,12
467,2,4,12,24,28,3,11
468,1,9,12,20,29,2,6
469,5,17,25,26,35,2,6
470,1,4,20,26,35,1,10
471,1,5,7,21,33,8,9
472,1,5,7,15,20,1,8
473,13,17,22,31,34,1,12
474,4,6,21,30,32,2,12
475,6,11,16,24,25,1,9
476,4,6,11,16,24,1,8
477,1,3,12,15,20,1,12
478,1,3,12,15,17,5,10
479,4,5,6,10,17,1,8
480,4,5,7,10,30,1,7
481,3,7,11,12,18,5,9
482,3,7,11,12,19,3,11
483,1,4,7,21,25,3,10
484,1,4,7,21,22,4,8
485,4,11,23,28,31,4,12
486,5,13,21,22,34,6,10
487,1,21,24,30,33,3,12
488,2,7,9,25,26,1,7
489,2,7,9,11,25,8,10
490,5,8,20,27,29,3,8
491,2,11,22,24,27,1,11
492,2,4,11,29,30,5,11
493,3,7,9,12,25,1,11
494,2,7,9,12,35,7,11
495,3,8,14,27,32,5,12
496,3,8,23,25,31,4,7
497,2,19,23,26,31,5,10
498,2,11,13,25,34,1,10
499,1,2,13,15,19,2,10
500,1,2,13,15,16,6,9
501,6,9,19,27,32,2,5
502,2,11,22,24,30,3,12
503,1,6,13,16,18,3,9
504,1,6,13,16,18,1,10
505,2,8,13,19,32,2,12
506,3,9,16,22,32,4,11
507,1,5,12,13,20,2,8
508,1,5,12,13,15,7,8
509,9,10,15,27,30,6,10
510,2,9,10,27,32,1,9
511,3,11,18,25,33,5,12
512,1,2,16,28,34,4,10
513,3,20,24,29,31,1,12
514,5,14,24,29,31,3,7
515,3,5,18,27,34,2,7
516,4,5,21,29,30,6,8
517,1,14,17,29,33,1,4
518,11,12,17,26,30,5,6
519,7,10,17,26,30,3,10
520,5,9,15,27,32,1,3
521,2,11,15,27,32,1,10
522,10,12,13,26,32,2,4
523,2,16,26,34,35,6,11
524,3,9,21,22,25,2,9
525,5,9,21,22,25,3,12
526,3,8,12,23,25,3,6
527,3,8,12,23,25,5,12
528,4,10,13,26,35,7,11
529,5,10,24,27,32,9,10
530,1,12,27,28,31,1,12
531,12,13,14,27,29,7,8
532,1,11,13,23,34,5,6
533,3,11,22,23,32,3,7
534,1,11,12,18,21,2,10
535,1,11,12,22,30,6,10
536,3,10,11,25,30,3,12
537,16,18,20,29,31,2,10
538,2,10,17,26,34,4,12
539,3,8,14,19,26,1,9
540,3,4,8,13,28,2,11
541,4,16,21,22,35,3,8
542,2,5,22,25,35,4,11
543,1,5,10,12,14,1,8
544,1,5,10,12,16,1,8
545,4,16,19,23,33,4,9
546,9,10,25,26,35,2,11
547,1,6,16,26,35,2,11
548,4,16,22,25,35,1,10
549,3,6,17,30,34,1,12
550,10,12,18,31,35,7,11
551,2,8,9,13,21,6,8
552,1,8,13,20,21,8,9
553,6,7,9,12,19,3,7
554,4,7,12,17,19,5,11
555,1,8,23,24,33,5,12
556,2,7,17,22,32,1,12
557,2,15,23,30,35,6,10
558,11,12,18,26,32,3,11
559,3,4,12,14,23,3,6
560,3,4,12,14,24,4,9
561,7,8,18,21,24,1,5
562,6,8,18,20,21,2,12
563,3,4,10,11,15,3,7
564,4,10,14,15,22,7,12
565,3,4,8,32,35,5,11
566,3,10,21,26,35,9,12
567,3,9,22,32,35,2,12
568,6,10,17,31,33,2,7
569,1,9,20,30,33,4,8
570,7,8,13,31,34,8,11
571,7,21,26,27,30,5,11
572,9,22,23,28,35,4,10
573,1,7,12,17,18,3,11
574,1,7,12,18,24,2,7
575,2,10,13,15,27,7,12
576,4,8,10,13,27,8,10
577,3,4,7,8,14,5,10
578,3,4,7,8,18,9,12
579,4,18,21,26,29,3,10
580,3,18,21,26,28,5,6
581,1,2,8,11,16,6,12
582,1,2,8,11,17,3,9
583,11,12,13,18,22,4,12
584,2,11,12,13,18,1,10
585,3,5,15,30,33,5,10
586,6,13,15,22,27,3,11
587,7,19,22,27,34,5,11
588,1,8,14,18,34,2,11
589,2,7,13,18,29,4,12
590,2,7,13,18,29,7,12
591,3,6,9,10,17,8,10
592,3,6,9,10,24,7,12
593,1,10,17,20,29,2,10
594,4,8,17,20,29,3,6
595,1,9,10,21,27,5,10
596,4,9,10,17,32,5,11
597,2,10,15,17,33,2,10
598,3,11,14,15,17,1,9
599,4,6,17,19,35,2,12
600,4,14,17,19,29,6,7
601,1,5,13,25,35,2,6
602,2,14,17,32,33,5,11
603,4,10,17,18,29,2,9
604,1,10,16,17,30,2,11
605,5,6,23,28,33,5,10
606,1,14,25,28,35,1,12
607,5,13,14,15,31,5,10
608,2,11,13,14,22,1,11
609,3,6,16,31,35,1,9
610,1,10,12,20,33,2,9
611,4,15,16,18,21,2,11
612,1,15,18,27,29,1,8
613,10,14,16,17,30,2,11
614,4,10,17,19,26,5,11
615,1,11,15,21,31,5,9
616,5,11,15,21,28,2,12
617,2,4,13,18,28,2,11
618,3,4,18,20,23,5,12
619,1,2,20,21,26,1,9
620,1,2,3,19,30,3,9
621,6,7,19,25,26,5,12
622,2,14,19,20,35,3,11
623,5,6,20,25,35,2,9
624,5,9,21,31,32,1,12
625,3,15,21,26,35,2,11
626,4,16,25,26,28,3,9
627,4,5,17,19,25,1,12
628,2,4,9,10,33,7,11
629,1,2,13,20,26,2,7
630,4,13,16,26,33,3,10
631,1,6,14,28,30,5,12
632,2,6,14,18,20,4,7
633,3,7,20,32,34,5,10
634,4,7,11,14,19,1,3
635,3,8,11,14,19,5,12
636,2,17,26,27,33,7,12
637,3,5,21,28,35,4,10
638,1,7,9,11,25,1,12
639,1,7,9,11,26,1,11
640,1,7,8,18,23,3,10
641,1,7,8,17,18,2,12
642,4,6,9,16,26,1,10
643,4,6,9,16,26,4,12
644,4,7,11,14,19,7,12
645,7,9,11,14,19,2,10
646,2,19,21,25,35,1,9
647,2,19,21,27,29,3,5
648,1,6,16,31,32,3,6
649,6,13,16,31,32,1,9
650,1,7,9,19,22,5,10
651,1,7,10,19,25,5,11
652,6,14,18,26,27,5,7
653,4,12,18,27,28,2,7
654,4,5,9,21,25,4,12
655,4,5,9,21,22,2,6
656,1,8,10,14,19,2,7
657,5,8,19,22,23,5,12
658,1,16,17,28,34,3,7
659,1,4,11,16,23,1,11
660,1,13,16,23,25,1,11
661,1,13,16,23,25,3,10
662,1,6,8,17,28,2,12
663,1,6,11,21,22,1,11
664,2,19,25,30,33,6,11
665,1,10,12,29,35,5,10
666,13,15,28,32,35,8,10
667,14,20,25,28,35,6,10
668,3,8,9,19,27,2,5
669,2,3,14,25,30,5,7
670,1,11,21,28,35,1,3
671,6,15,16,28,29,2,12
672,2,9,19,22,32,4,12
673,2,8,13,27,31,2,11
674,1,7,11,13,29,4,9
675,1,7,13,25,28,5,12
676,2,4,9,10,13,2,10
677,4,5,9,10,15,1,10
678,1,3,11,14,30,2,5
679,1,3,18,20,29,4,8
680,1,2,16,25,32,5,8
681,1,11,16,27,30,1,11
682,2,3,4,13,18,3,9
683,2,3,4,12,13,1,10
684,4,5,6,12,14,2,7
685,4,5,6,14,32,3,11
686,2,6,7,11,24,2,12
687,2,6,7,11,13,1,9
688,2,7,19,23,27,1,11
689,3,7,19,20,29,2,7
690,1,10,25,32,33,1,11
691,1,11,16,20,32,5,10
692,1,3,5,9,24,1,12
693,3,5,7,9,22,2,7
694,1,18,21,26,34,5,11
695,8,10,23,25,31,2,10
696,3,12,19,20,34,7,12
697,1,9,16,20,33,2,9
698,1,5,9,17,26,2,8
699,1,5,9,17,19,1,12
700,2,5,17,32,35,2,12
701,6,10,17,18,30,2,9
702,6,10,12,16,30,5,11
703,4,10,12,17,32,2,12
704,3,17,18,28,34,8,12
705,4,12,20,32,33,4,12
706,1,9,11,21,26,1,11
707,1,9,11,21,26,2,12
708,2,8,12,17,20,1,9
709,5,8,12,17,20,4,9
710,1,6,19,27,35,5,8
711,1,11,16,31,35,1,9
712,4,7,19,24,34,4,12
713,10,16,18,22,35,1,12
714,1,2,8,10,15,1,9
715,1,8,10,11,14,1,12
716,6,7,13,14,23,4,9
717,6,7,13,14,22,1,5
718,3,11,12,17,21,3,10
719,5,11,12,15,33,2,10
720,3,4,9,14,22,6,8
721,3,4,9,14,19,4,7
722,5,9,12,15,23,3,12
723,3,9,26,28,32,2,4
724,3,14,18,25,35,2,10
725,7,19,20,26,35,3,10
726,5,12,24,26,34,5,11
727,2,10,13,17,29,1,10
728,1,7,21,23,28,4,10
729,1,8,17,19,28,4,9
730,2,4,18,21,26,8,9
731,2,4,18,21,26,3,7
732,3,17,18,21,34,3,10
733,5,12,17,26,27,1,11
734,3,4,9,15,29,2,10
735,3,4,9,10,15,3,10
736,5,9,14,18,25,1,10
737,6,9,18,19,26,3,11
738,3,12,17,19,29,1,12
739,3,12,17,19,23,6,12
740,6,13,14,21,28,8,11
741,2,9,15,25,31,4,11
742,2,14,15,16,35,1,11
743,8,11,13,28,31,3,12
744,2,3,6,14,27,1,7
745,2,6,9,13,26,7,11
746,4,11,12,18,25,6,7
747,1,4,12,18,25,7,10
748,3,13,19,21,22,3,7
749,11,12,13,21,27,9,12
750,2,7,9,17,21,5,10
751,2,7,9,21,34,4,9
752,1,8,19,25,28,5,9
753,1,14,19,22,25,7,9
754,2,5,11,18,20,5,12
755,3,5,16,18,20,4,10
756,1,5,12,16,18,5,12
757,1,5,12,16,18,6,12
758,1,2,18,20,23,5,12
759,1,2,11,17,18,3,9
760,1,8,12,24,35,3,12
761,3,13,17,19,25,2,7
762,4,7,12,18,20,4,11
763,3,12,16,18,20,1,10
764,1,14,15,19,25,1,10
765,7,14,15,25,30,3,10
766,1,7,19,28,29,4,8
767,1,18,20,21,32,6,10
768,2,8,10,16,19,5,10
769,2,8,10,16,21,5,7
770,3,9,23,25,33,1,10
771,2,14,19,29,35,2,11
772,2,15,21,22,26,7,8
773,1,18,21,22,31,4,12
774,4,20,21,26,35,1,9
775,1,17,21,32,35,2,11
776,7,15,22,30,35,3,10
777,1,4,10,15,19,3,12
778,4,6,7,10,15,5,10
779,11,12,15,17,19,2,8
780,5,12,19,21,23,2,12
781,5,9,13,15,31,5,10
782,5,9,11,18,29,2,9
783,2,4,25,29,35,1,11
784,1,4,9,19,24,5,7
785,1,4,9,16,33,1,12
786,1,2,6,8,22,7,12
787,1,2,6,8,32,3,8
788,2,5,13,15,29,1,10
789,2,5,23,28,31,1,10
790,7,10,19,23,33,4,9
791,9,10,12,28,35,7,11
792,4,5,9,19,23,1,12
793,5,6,8,20,32,1,12
794,1,2,18,19,20,5,12
795,1,3,18,19,20,5,6
796,1,13,20,22,28,2,11
797,1,7,19,28,35,4,8
798,2,12,26,27,32,5,12
799,3,9,14,21,29,3,10
800,2,8,9,25,29,3,12
801,5,8,9,14,29,8,11
802,1,13,15,19,23,1,11
803,4,13,19,20,23,4,8
804,1,5,16,17,25,3,12
805,1,5,16,17,20,1,10
806,1,4,13,14,20,3,10
807,4,8,13,14,26,3,11
808,3,8,11,17,23,5,12
809,2,7,17,20,23,3,8
810,2,4,17,18,21,2,6
811,2,4,17,18,26,4,11
812,1,8,11,30,34,2,10
813,3,8,20,33,34,4,10
814,6,7,12,17,19,8,12
815,1,2,9,11,17,2,12
816,1,2,5,10,23,3,8
817,3,7,8,10,15,1,12
818,1,7,8,10,19,5,9
819,1,7,18,20,25,4,8
820,1,7,18,20,26,2,6
821,3,4,9,11,25,5,6
822,3,4,9,11,27,3,10
823,1,7,17,20,21,7,11
824,1,7,12,20,21,3,12
825,1,10,16,19,29,4,10
826,7,10,16,21,31,3,10
827,2,11,18,19,23,1,10
828,11,12,18,19,21,4,9
829,2,4,7,13,26,1,11
830,2,4,7,20,29,8,11
831,3,7,13,30,33,7,11
832,1,11,15,19,29,2,7
833,2,6,18,20,30,1,11
834,1,6,15,18,20,5,11
835,3,4,5,18,19,3,11
836,3,4,5,18,23,2,8
837,1,9,10,24,26,3,10
838,1,9,10,20,29,3,6
839,3,6,11,19,23,2,12
840,3,8,11,12,20,3,10
841,1,2,8,15,31,1,12
842,1,2,5,12,27,3,9
843,5,8,14,25,30,5,7
844,3,8,14,22,24,2,10
845,2,5,6,14,18,7,8
846,2,5,6,14,22,3,8
847,6,10,12,24,32,5,10
848,10,11,15,23,33,2,10
849,7,10,20,27,35,4,11
850,3,4,17,22,35,4,10
851,4,9,21,25,35,2,11
852,5,10,21,27,35,5,10
853,1,5,8,11,17,1,12
854,5,6,7,18,26,2,7
855,3,13,18,21,24,3,8
856,4,5,13,28,30,8,10
857,6,10,17,23,27,4,10
858,6,10,17,24,28,7,10
859,1,12,13,20,33,3,4
860,7,13,14,20,24,2,12
861,3,7,14,20,24,3,10
862,4,5,8,15,20,1,12
863,5,7,8,15,18,8,12
864,1,5,18,19,21,2,11
865,1,5,11,18,23,6,10
866,2,7,11,19,20,6,10
867,2,7,11,19,20,2,10
868,3,4,5,7,12,1,12
869,3,4,5,7,23,2,6
870,4,5,8,30,34,3,7
871,5,14,15,29,32,4,9
